cell_id;antenna_id;service
C0007992;ANT001721;N28
C0007993;ANT001721;N1
C0007994;ANT001721;B1
C0007995;ANT001721;N78
C0007996;ANT001722;GSM900
C0007997;ANT001722;B3
C0007998;ANT001722;B8
C0007999;ANT001722;B32
C0008000;ANT001722;B20
C0008001;ANT001722;N28
C0008002;ANT001722;N1
C0008003;ANT001722;B1
C0008004;ANT001722;N78
C0008005;ANT001723;GSM900
C0008006;ANT001723;B3
C0008007;ANT001723;B8
C0008008;ANT001723;B32
C0008009;ANT001723;B20
C0008010;ANT001723;N28
C0008011;ANT001723;N1
C0008012;ANT001723;B1
C0008013;ANT001723;N78
C0008014;ANT001724;GSM900
C0008015;ANT001724;B3
C0008016;ANT001724;B8
C0008017;ANT001724;B32
C0008018;ANT001724;B20
C0008019;ANT001724;N28
C0008020;ANT001724;N1
C0008021;ANT001724;B1
C0008022;ANT001724;N78
C0008023;ANT001725;GSM900
C0008024;ANT001725;B3
C0008025;ANT001725;B8
C0008026;ANT001725;B32
C0008027;ANT001725;B20
C0008028;ANT001725;N28
C0008029;ANT001725;N1
C0008030;ANT001725;B1
C0008031;ANT001725;N78
C0008032;ANT001726;GSM900
C0008033;ANT001726;B3
C0008034;ANT001726;B8
C0008035;ANT001726;B32
C0008036;ANT001726;B20
C0008037;ANT001726;N28
C0008038;ANT001726;N1
C0008039;ANT001726;B1
C0008040;ANT001726;N78
C0008041;ANT001727;GSM900
C0008042;ANT001727;B3
C0008043;ANT001727;B8
C0008044;ANT001727;B32
C0008045;ANT001727;B20
C0008046;ANT001727;N28
C0008047;ANT001727;N1
C0008048;ANT001727;B1
C0008049;ANT001727;N78
C0008050;ANT001728;N78
C0008051;ANT001728;B20
C0008052;ANT001728;B7
C0008053;ANT001729;N78
C0008054;ANT001729;B20
C0008055;ANT001729;B7
C0008056;ANT001730;N78
C0008057;ANT001730;B20
C0008058;ANT001730;B7
C0008059;ANT001731;N78
C0008060;ANT001731;B20
C0008061;ANT001731;B7
C0008062;ANT001732;N78
C0008063;ANT001732;B20
C0008064;ANT001732;B7
C0008065;ANT001733;N78
C0008066;ANT001733;B20
C0008067;ANT001733;B7
C0008068;ANT001734;N78
C0008069;ANT001734;B20
C0008070;ANT001734;B7
C0008071;ANT001735;N78
C0008072;ANT001735;B20
C0008073;ANT001735;B7
C0008074;ANT001736;GSM900
C0008075;ANT001736;B3
C0008076;ANT001736;B32
C0008077;ANT001736;N28
C0008078;ANT001736;N1
C0008079;ANT001736;B1
C0008080;ANT001736;N78
C0008081;ANT001737;GSM900
C0008082;ANT001737;B3
C0008083;ANT001737;B32
C0008084;ANT001737;N28
C0008085;ANT001737;N1
C0008086;ANT001737;B1
C0008087;ANT001737;N78
C0008088;ANT001738;GSM900
C0008089;ANT001738;B3
C0008090;ANT001738;B32
C0008091;ANT001738;N28
C0008092;ANT001738;N1
C0008093;ANT001738;B1
C0008094;ANT001738;N78
C0008095;ANT001739;GSM900
C0008096;ANT001739;B3
C0008097;ANT001739;B32
C0008098;ANT001739;N28
C0008099;ANT001739;N1
C0008100;ANT001739;B1
C0008101;ANT001739;N78
C0008102;ANT001740;GSM900
C0008103;ANT001740;B3
C0008104;ANT001740;B32
C0008105;ANT001740;N28
C0008106;ANT001740;N1
C0008107;ANT001740;B1
C0008108;ANT001740;N78
C0008109;ANT001741;GSM900
C0008110;ANT001741;B3
C0008111;ANT001741;B32
C0008112;ANT001741;N28
C0008113;ANT001741;N1
C0008114;ANT001741;B1
C0008115;ANT001741;N78
C0008116;ANT001742;B8
C0008117;ANT001742;B32
C0008118;ANT001742;B3
C0008119;ANT001742;B20
C0008120;ANT001742;N1
C0008121;ANT001742;B1
C0008122;ANT001742;N78
C0008123;ANT001743;B8
C0008124;ANT001743;B32
C0008125;ANT001743;B3
C0008126;ANT001743;B20
C0008127;ANT001743;N1
C0008128;ANT001743;B1
C0008129;ANT001743;N78
C0008130;ANT001744;B8
C0008131;ANT001744;B32
C0008132;ANT001744;B3
C0008133;ANT001744;B20
C0008134;ANT001744;N1
C0008135;ANT001744;B1
C0008136;ANT001744;N78
C0008137;ANT001745;B3
C0008138;ANT001745;B7
C0008139;ANT001745;N28
C0008140;ANT001745;B1
C0008141;ANT001745;N78
C0008142;ANT001746;B3
C0008143;ANT001746;B7
C0008144;ANT001746;N28
C0008145;ANT001746;B1
C0008146;ANT001746;N78
C0008147;ANT001747;B3
C0008148;ANT001747;B7
C0008149;ANT001747;N28
C0008150;ANT001747;B1
C0008151;ANT001747;N78
C0008152;ANT001748;N1
C0008153;ANT001748;B3
C0008154;ANT001748;B32
C0008155;ANT001749;N1
C0008156;ANT001749;B3
C0008157;ANT001749;B32
C0008158;ANT001750;N1
C0008159;ANT001750;B3
C0008160;ANT001750;B32
C0008161;ANT001751;B3
C0008162;ANT001751;B32
C0008163;ANT001751;B8
C0008164;ANT001751;B7
C0008165;ANT001751;B20
C0008166;ANT001751;N28
C0008167;ANT001751;N1
C0008168;ANT001751;B1
C0008169;ANT001751;N78
C0008170;ANT001752;B3
C0008171;ANT001752;B32
C0008172;ANT001752;B8
C0008173;ANT001752;B7
C0008174;ANT001752;B20
C0008175;ANT001752;N28
C0008176;ANT001752;N1
C0008177;ANT001752;B1
C0008178;ANT001752;N78
C0008179;ANT001753;B3
C0008180;ANT001753;B32
C0008181;ANT001753;B8
C0008182;ANT001753;B7
C0008183;ANT001753;B20
C0008184;ANT001753;N28
C0008185;ANT001753;N1
C0008186;ANT001753;B1
C0008187;ANT001753;N78
C0008188;ANT001754;GSM900
C0008189;ANT001754;B3
C0008190;ANT001754;B32
C0008191;ANT001754;B8
C0008192;ANT001754;B20
C0008193;ANT001754;N28
C0008194;ANT001754;N1
C0008195;ANT001754;B1
C0008196;ANT001754;N78
C0008197;ANT001755;GSM900
C0008198;ANT001755;B3
C0008199;ANT001755;B32
C0008200;ANT001755;B8
C0008201;ANT001755;B20
C0008202;ANT001755;N28
C0008203;ANT001755;N1
C0008204;ANT001755;B1
C0008205;ANT001755;N78
C0008206;ANT001756;GSM900
C0008207;ANT001756;B3
C0008208;ANT001756;B32
C0008209;ANT001756;B8
C0008210;ANT001756;B20
C0008211;ANT001756;N28
C0008212;ANT001756;N1
C0008213;ANT001756;B1
C0008214;ANT001756;N78
C0008215;ANT001757;GSM900
C0008216;ANT001757;B3
C0008217;ANT001757;B32
C0008218;ANT001757;B8
C0008219;ANT001757;B20
C0008220;ANT001757;N28
C0008221;ANT001757;N1
C0008222;ANT001757;B1
C0008223;ANT001757;N78
C0008224;ANT001758;GSM900
C0008225;ANT001758;B3
C0008226;ANT001758;B32
C0008227;ANT001758;B8
C0008228;ANT001758;B20
C0008229;ANT001758;N28
C0008230;ANT001758;N1
C0008231;ANT001758;B1
C0008232;ANT001758;N78
C0008233;ANT001759;GSM900
C0008234;ANT001759;B3
C0008235;ANT001759;B32
C0008236;ANT001759;B8
C0008237;ANT001759;B20
C0008238;ANT001759;N28
C0008239;ANT001759;N1
C0008240;ANT001759;B1
C0008241;ANT001759;N78
C0008242;ANT001760;N1
C0008243;ANT001760;N28
C0008244;ANT001760;B3
C0008245;ANT001761;N1
C0008246;ANT001761;N28
C0008247;ANT001761;B3
C0008248;ANT001762;N1
C0008249;ANT001762;N28
C0008250;ANT001762;B3
C0008251;ANT001763;N1
C0008252;ANT001763;N28
C0008253;ANT001763;B3
C0008254;ANT001764;N1
C0008255;ANT001764;N28
C0008256;ANT001764;B3
C0008257;ANT001765;N1
C0008258;ANT001765;N28
C0008259;ANT001765;B3
C0008260;ANT001766;B8
C0008261;ANT001766;B3
C0008262;ANT001766;B20
C0008263;ANT001766;N28
C0008264;ANT001766;N1
C0008265;ANT001766;B1
C0008266;ANT001767;B8
C0008267;ANT001767;B3
C0008268;ANT001767;B20
C0008269;ANT001767;N28
C0008270;ANT001767;N1
C0008271;ANT001767;B1
C0008272;ANT001768;B8
C0008273;ANT001768;B3
C0008274;ANT001768;B20
C0008275;ANT001768;N28
C0008276;ANT001768;N1
C0008277;ANT001768;B1
C0008278;ANT001769;GSM900
C0008279;ANT001769;B1
C0008280;ANT001769;B3
C0008281;ANT001770;GSM900
C0008282;ANT001770;B1
C0008283;ANT001770;B3
C0008284;ANT001771;GSM900
C0008285;ANT001771;B1
C0008286;ANT001771;B3
C0008287;ANT001772;B3
C0008288;ANT001772;B1
C0008289;ANT001772;N28
C0008290;ANT001772;B7
C0008291;ANT001773;B3
C0008292;ANT001773;B1
C0008293;ANT001773;N28
C0008294;ANT001773;B7
C0008295;ANT001774;B3
C0008296;ANT001774;B1
C0008297;ANT001774;N28
C0008298;ANT001774;B7
C0008299;ANT001775;GSM900
C0008300;ANT001775;B8
C0008301;ANT001775;B32
C0008302;ANT001775;B3
C0008303;ANT001775;B7
C0008304;ANT001775;B20
C0008305;ANT001775;N28
C0008306;ANT001775;N1
C0008307;ANT001775;B1
C0008308;ANT001775;N78
C0008309;ANT001776;GSM900
C0008310;ANT001776;B8
C0008311;ANT001776;B32
C0008312;ANT001776;B3
C0008313;ANT001776;B7
C0008314;ANT001776;B20
C0008315;ANT001776;N28
C0008316;ANT001776;N1
C0008317;ANT001776;B1
C0008318;ANT001776;N78
C0008319;ANT001777;GSM900
C0008320;ANT001777;B8
C0008321;ANT001777;B32
C0008322;ANT001777;B3
C0008323;ANT001777;B7
C0008324;ANT001777;B20
C0008325;ANT001777;N28
C0008326;ANT001777;N1
C0008327;ANT001777;B1
C0008328;ANT001777;N78
C0008329;ANT001778;B3
C0008330;ANT001778;B8
C0008331;ANT001778;B7
C0008332;ANT001778;N1
C0008333;ANT001778;B1
C0008334;ANT001779;B3
C0008335;ANT001779;B8
C0008336;ANT001779;B7
C0008337;ANT001779;N1
C0008338;ANT001779;B1
C0008339;ANT001780;B3
C0008340;ANT001780;B8
C0008341;ANT001780;B7
C0008342;ANT001780;N1
C0008343;ANT001780;B1
C0008344;ANT001781;B3
C0008345;ANT001781;B8
C0008346;ANT001781;B7
C0008347;ANT001781;B20
C0008348;ANT001781;N1
C0008349;ANT001781;B1
C0008350;ANT001782;B3
C0008351;ANT001782;B8
C0008352;ANT001782;B7
C0008353;ANT001782;B20
C0008354;ANT001782;N1
C0008355;ANT001782;B1
C0008356;ANT001783;B3
C0008357;ANT001783;B8
C0008358;ANT001783;B7
C0008359;ANT001783;B20
C0008360;ANT001783;N1
C0008361;ANT001783;B1
C0008362;ANT001784;GSM900
C0008363;ANT001784;B3
C0008364;ANT001784;B7
C0008365;ANT001784;B8
C0008366;ANT001784;B20
C0008367;ANT001784;N28
C0008368;ANT001784;N78
C0008369;ANT001785;GSM900
C0008370;ANT001785;B3
C0008371;ANT001785;B7
C0008372;ANT001785;B8
C0008373;ANT001785;B20
C0008374;ANT001785;N28
C0008375;ANT001785;N78
C0008376;ANT001786;GSM900
C0008377;ANT001786;B3
C0008378;ANT001786;B7
C0008379;ANT001786;B8
C0008380;ANT001786;B20
C0008381;ANT001786;N28
C0008382;ANT001786;N78
C0008383;ANT001787;GSM900
C0008384;ANT001787;B32
C0008385;ANT001787;B7
C0008386;ANT001788;GSM900
C0008387;ANT001788;B32
C0008388;ANT001788;B7
C0008389;ANT001789;GSM900
C0008390;ANT001789;B32
C0008391;ANT001789;B7
C0008392;ANT001790;GSM900
C0008393;ANT001790;B8
C0008394;ANT001790;B32
C0008395;ANT001790;B3
C0008396;ANT001790;B7
C0008397;ANT001790;B20
C0008398;ANT001790;N28
C0008399;ANT001790;N1
C0008400;ANT001790;B1
C0008401;ANT001790;N78
C0008402;ANT001791;GSM900
C0008403;ANT001791;B8
C0008404;ANT001791;B32
C0008405;ANT001791;B3
C0008406;ANT001791;B7
C0008407;ANT001791;B20
C0008408;ANT001791;N28
C0008409;ANT001791;N1
C0008410;ANT001791;B1
C0008411;ANT001791;N78
C0008412;ANT001792;GSM900
C0008413;ANT001792;B8
C0008414;ANT001792;B32
C0008415;ANT001792;B3
C0008416;ANT001792;B7
C0008417;ANT001792;B20
C0008418;ANT001792;N28
C0008419;ANT001792;N1
C0008420;ANT001792;B1
C0008421;ANT001792;N78
C0008422;ANT001793;GSM900
C0008423;ANT001793;B8
C0008424;ANT001793;B32
C0008425;ANT001793;B3
C0008426;ANT001793;B7
C0008427;ANT001793;B20
C0008428;ANT001793;N28
C0008429;ANT001793;N1
C0008430;ANT001793;B1
C0008431;ANT001793;N78
C0008432;ANT001794;GSM900
C0008433;ANT001794;B8
C0008434;ANT001794;B32
C0008435;ANT001794;B3
C0008436;ANT001794;B7
C0008437;ANT001794;B20
C0008438;ANT001794;N28
C0008439;ANT001794;N1
C0008440;ANT001794;B1
C0008441;ANT001794;N78
C0008442;ANT001795;GSM900
C0008443;ANT001795;B8
C0008444;ANT001795;B32
C0008445;ANT001795;B3
C0008446;ANT001795;B7
C0008447;ANT001795;B20
C0008448;ANT001795;N28
C0008449;ANT001795;N1
C0008450;ANT001795;B1
C0008451;ANT001795;N78
C0008452;ANT001796;B3
C0008453;ANT001796;B8
C0008454;ANT001796;B20
C0008455;ANT001796;N28
C0008456;ANT001796;N1
C0008457;ANT001796;B1
C0008458;ANT001797;B3
C0008459;ANT001797;B8
C0008460;ANT001797;B20
C0008461;ANT001797;N28
C0008462;ANT001797;N1
C0008463;ANT001797;B1
C0008464;ANT001798;B3
C0008465;ANT001798;B8
C0008466;ANT001798;B20
C0008467;ANT001798;N28
C0008468;ANT001798;N1
C0008469;ANT001798;B1
C0008470;ANT001799;GSM900
C0008471;ANT001799;B3
C0008472;ANT001799;B32
C0008473;ANT001799;B8
C0008474;ANT001799;B20
C0008475;ANT001799;N28
C0008476;ANT001799;N1
C0008477;ANT001799;B1
C0008478;ANT001799;N78
C0008479;ANT001800;GSM900
C0008480;ANT001800;B3
C0008481;ANT001800;B32
C0008482;ANT001800;B8
C0008483;ANT001800;B20
C0008484;ANT001800;N28
C0008485;ANT001800;N1
C0008486;ANT001800;B1
C0008487;ANT001800;N78
C0008488;ANT001801;GSM900
C0008489;ANT001801;B3
C0008490;ANT001801;B32
C0008491;ANT001801;B8
C0008492;ANT001801;B20
C0008493;ANT001801;N28
C0008494;ANT001801;N1
C0008495;ANT001801;B1
C0008496;ANT001801;N78
C0008497;ANT001802;GSM900
C0008498;ANT001802;B7
C0008499;ANT001802;B20
C0008500;ANT001802;N28
C0008501;ANT001802;B1
C0008502;ANT001802;N78
C0008503;ANT001803;GSM900
C0008504;ANT001803;B7
C0008505;ANT001803;B20
C0008506;ANT001803;N28
C0008507;ANT001803;B1
C0008508;ANT001803;N78
C0008509;ANT001804;GSM900
C0008510;ANT001804;B7
C0008511;ANT001804;B20
C0008512;ANT001804;N28
C0008513;ANT001804;B1
C0008514;ANT001804;N78
C0008515;ANT001805;B7
C0008516;ANT001805;N28
C0008517;ANT001805;B32
C0008518;ANT001806;B7
C0008519;ANT001806;N28
C0008520;ANT001806;B32
C0008521;ANT001807;B7
C0008522;ANT001807;N28
C0008523;ANT001807;B32
C0008524;ANT001808;B7
C0008525;ANT001808;N28
C0008526;ANT001808;B32
C0008527;ANT001809;B7
C0008528;ANT001809;N28
C0008529;ANT001809;B32
C0008530;ANT001810;B7
C0008531;ANT001810;N28
C0008532;ANT001810;B32
C0008533;ANT001811;B3
C0008534;ANT001811;B8
C0008535;ANT001811;B32
C0008536;ANT001811;N28
C0008537;ANT001811;N1
C0008538;ANT001811;N78
C0008539;ANT001812;B3
C0008540;ANT001812;B8
C0008541;ANT001812;B32
C0008542;ANT001812;N28
C0008543;ANT001812;N1
C0008544;ANT001812;N78
C0008545;ANT001813;B3
C0008546;ANT001813;B8
C0008547;ANT001813;B32
C0008548;ANT001813;N28
C0008549;ANT001813;N1
C0008550;ANT001813;N78
C0008551;ANT001814;B3
C0008552;ANT001814;B8
C0008553;ANT001814;B32
C0008554;ANT001814;N28
C0008555;ANT001814;N1
C0008556;ANT001814;N78
C0008557;ANT001815;B3
C0008558;ANT001815;B8
C0008559;ANT001815;B32
C0008560;ANT001815;N28
C0008561;ANT001815;N1
C0008562;ANT001815;N78
C0008563;ANT001816;B3
C0008564;ANT001816;B8
C0008565;ANT001816;B32
C0008566;ANT001816;N28
C0008567;ANT001816;N1
C0008568;ANT001816;N78
C0008569;ANT001817;N1
C0008570;ANT001817;B1
C0008571;ANT001817;B3
C0008572;ANT001817;N78
C0008573;ANT001818;N1
C0008574;ANT001818;B1
C0008575;ANT001818;B3
C0008576;ANT001818;N78
C0008577;ANT001819;N1
C0008578;ANT001819;B1
C0008579;ANT001819;B3
C0008580;ANT001819;N78
C0008581;ANT001820;GSM900
C0008582;ANT001820;B8
C0008583;ANT001820;B7
C0008584;ANT001820;N1
C0008585;ANT001820;B1
C0008586;ANT001821;GSM900
C0008587;ANT001821;B8
C0008588;ANT001821;B7
C0008589;ANT001821;N1
C0008590;ANT001821;B1
C0008591;ANT001822;GSM900
C0008592;ANT001822;B8
C0008593;ANT001822;B7
C0008594;ANT001822;N1
C0008595;ANT001822;B1
C0008596;ANT001823;GSM900
C0008597;ANT001823;B20
C0008598;ANT001823;N1
C0008599;ANT001823;N78
C0008600;ANT001824;GSM900
C0008601;ANT001824;B20
C0008602;ANT001824;N1
C0008603;ANT001824;N78
C0008604;ANT001825;GSM900
C0008605;ANT001825;B20
C0008606;ANT001825;N1
C0008607;ANT001825;N78
C0008608;ANT001826;GSM900
C0008609;ANT001826;B20
C0008610;ANT001826;N1
C0008611;ANT001826;N78
C0008612;ANT001827;GSM900
C0008613;ANT001827;B20
C0008614;ANT001827;N1
C0008615;ANT001827;N78
C0008616;ANT001828;GSM900
C0008617;ANT001828;B20
C0008618;ANT001828;N1
C0008619;ANT001828;N78
C0008620;ANT001829;N1
C0008621;ANT001829;B20
C0008622;ANT001829;N28
C0008623;ANT001829;N78
C0008624;ANT001830;N1
C0008625;ANT001830;B20
C0008626;ANT001830;N28
C0008627;ANT001830;N78
C0008628;ANT001831;N1
C0008629;ANT001831;B20
C0008630;ANT001831;N28
C0008631;ANT001831;N78
C0008632;ANT001832;N1
C0008633;ANT001832;B20
C0008634;ANT001832;N28
C0008635;ANT001832;N78
C0008636;ANT001833;N1
C0008637;ANT001833;B20
C0008638;ANT001833;N28
C0008639;ANT001833;N78
C0008640;ANT001834;N1
C0008641;ANT001834;B20
C0008642;ANT001834;N28
C0008643;ANT001834;N78
C0008644;ANT001835;B8
C0008645;ANT001835;B3
C0008646;ANT001835;B20
C0008647;ANT001835;N1
C0008648;ANT001835;B1
C0008649;ANT001836;B8
C0008650;ANT001836;B3
C0008651;ANT001836;B20
C0008652;ANT001836;N1
C0008653;ANT001836;B1
C0008654;ANT001837;B8
C0008655;ANT001837;B3
C0008656;ANT001837;B20
C0008657;ANT001837;N1
C0008658;ANT001837;B1
C0008659;ANT001838;B3
C0008660;ANT001838;B7
C0008661;ANT001838;B20
C0008662;ANT001838;N28
C0008663;ANT001838;N1
C0008664;ANT001838;B1
C0008665;ANT001838;N78
C0008666;ANT001839;B3
C0008667;ANT001839;B7
C0008668;ANT001839;B20
C0008669;ANT001839;N28
C0008670;ANT001839;N1
C0008671;ANT001839;B1
C0008672;ANT001839;N78
C0008673;ANT001840;B3
C0008674;ANT001840;B7
C0008675;ANT001840;B20
C0008676;ANT001840;N28
C0008677;ANT001840;N1
C0008678;ANT001840;B1
C0008679;ANT001840;N78
C0008680;ANT001841;GSM900
C0008681;ANT001841;B8
C0008682;ANT001841;B32
C0008683;ANT001841;B3
C0008684;ANT001841;B7
C0008685;ANT001841;B20
C0008686;ANT001841;N28
C0008687;ANT001841;N1
C0008688;ANT001841;B1
C0008689;ANT001841;N78
C0008690;ANT001842;GSM900
C0008691;ANT001842;B8
C0008692;ANT001842;B32
C0008693;ANT001842;B3
C0008694;ANT001842;B7
C0008695;ANT001842;B20
C0008696;ANT001842;N28
C0008697;ANT001842;N1
C0008698;ANT001842;B1
C0008699;ANT001842;N78
C0008700;ANT001843;GSM900
C0008701;ANT001843;B8
C0008702;ANT001843;B32
C0008703;ANT001843;B3
C0008704;ANT001843;B7
C0008705;ANT001843;B20
C0008706;ANT001843;N28
C0008707;ANT001843;N1
C0008708;ANT001843;B1
C0008709;ANT001843;N78
C0008710;ANT001844;GSM900
C0008711;ANT001844;B8
C0008712;ANT001844;B32
C0008713;ANT001844;B3
C0008714;ANT001844;B7
C0008715;ANT001844;B20
C0008716;ANT001844;N28
C0008717;ANT001844;N1
C0008718;ANT001844;B1
C0008719;ANT001844;N78
C0008720;ANT001845;GSM900
C0008721;ANT001845;B8
C0008722;ANT001845;B32
C0008723;ANT001845;B3
C0008724;ANT001845;B7
C0008725;ANT001845;B20
C0008726;ANT001845;N28
C0008727;ANT001845;N1
C0008728;ANT001845;B1
C0008729;ANT001845;N78
C0008730;ANT001846;GSM900
C0008731;ANT001846;B8
C0008732;ANT001846;B32
C0008733;ANT001846;B3
C0008734;ANT001846;B7
C0008735;ANT001846;B20
C0008736;ANT001846;N28
C0008737;ANT001846;N1
C0008738;ANT001846;B1
C0008739;ANT001846;N78
C0008740;ANT001847;GSM900
C0008741;ANT001847;B8
C0008742;ANT001847;B32
C0008743;ANT001847;B3
C0008744;ANT001847;B7
C0008745;ANT001847;B20
C0008746;ANT001847;N28
C0008747;ANT001847;N1
C0008748;ANT001847;B1
C0008749;ANT001847;N78
C0008750;ANT001848;GSM900
C0008751;ANT001848;B8
C0008752;ANT001848;B32
C0008753;ANT001848;B3
C0008754;ANT001848;B7
C0008755;ANT001848;B20
C0008756;ANT001848;N28
C0008757;ANT001848;N1
C0008758;ANT001848;B1
C0008759;ANT001848;N78
C0008760;ANT001849;GSM900
C0008761;ANT001849;B8
C0008762;ANT001849;B32
C0008763;ANT001849;B3
C0008764;ANT001849;B7
C0008765;ANT001849;B20
C0008766;ANT001849;N28
C0008767;ANT001849;N1
C0008768;ANT001849;B1
C0008769;ANT001849;N78
C0008770;ANT001850;B8
C0008771;ANT001850;B1
C0008772;ANT001850;B20
C0008773;ANT001850;N28
C0008774;ANT001851;B8
C0008775;ANT001851;B1
C0008776;ANT001851;B20
C0008777;ANT001851;N28
C0008778;ANT001852;B8
C0008779;ANT001852;B1
C0008780;ANT001852;B20
C0008781;ANT001852;N28
C0008782;ANT001853;GSM900
C0008783;ANT001853;B8
C0008784;ANT001853;B3
C0008785;ANT001853;N28
C0008786;ANT001853;N1
C0008787;ANT001853;B1
C0008788;ANT001853;N78
C0008789;ANT001854;GSM900
C0008790;ANT001854;B8
C0008791;ANT001854;B3
C0008792;ANT001854;N28
C0008793;ANT001854;N1
C0008794;ANT001854;B1
C0008795;ANT001854;N78
C0008796;ANT001855;GSM900
C0008797;ANT001855;B8
C0008798;ANT001855;B7
C0008799;ANT001855;B3
C0008800;ANT001855;B20
C0008801;ANT001855;N28
C0008802;ANT001855;N1
C0008803;ANT001855;B1
C0008804;ANT001855;N78
C0008805;ANT001856;GSM900
C0008806;ANT001856;B8
C0008807;ANT001856;B7
C0008808;ANT001856;B3
C0008809;ANT001856;B20
C0008810;ANT001856;N28
C0008811;ANT001856;N1
C0008812;ANT001856;B1
C0008813;ANT001856;N78
C0008814;ANT001857;GSM900
C0008815;ANT001857;B8
C0008816;ANT001857;B7
C0008817;ANT001857;B3
C0008818;ANT001857;B20
C0008819;ANT001857;N28
C0008820;ANT001857;N1
C0008821;ANT001857;B1
C0008822;ANT001857;N78
C0008823;ANT001857;GSM900
C0008824;ANT001861;B8
C0008825;ANT001865;B3
C0008826;ANT001869;B7
C0008827;ANT001873;B20
C0008828;ANT001877;N28
C0008829;ANT001881;N1
C0008830;ANT001885;B1
C0008831;ANT001889;N78
C0008832;ANT001893;GSM900
C0008833;ANT001897;B8
C0008834;ANT001901;B3
C0008835;ANT001905;B7
C0008836;ANT001909;B20
C0008837;ANT001913;N28
C0008838;ANT001917;N1
C0008839;ANT001921;B1
C0008840;ANT001925;N78
C0008841;ANT001930;B20
C0008842;ANT001930;B1
C0008843;ANT001930;N78
C0008844;ANT001931;B20
C0008845;ANT001931;B1
C0008846;ANT001931;N78
C0008847;ANT001932;B20
C0008848;ANT001932;B1
C0008849;ANT001932;N78
C0008850;ANT001933;N1
C0008851;ANT001933;N78
C0008852;ANT001933;B3
C0008853;ANT001933;B32
C0008854;ANT001934;N1
C0008855;ANT001934;N78
C0008856;ANT001934;B3
C0008857;ANT001934;B32
C0008858;ANT001935;N1
C0008859;ANT001935;N78
C0008860;ANT001935;B3
C0008861;ANT001935;B32
C0008862;ANT001936;GSM900
C0008863;ANT001936;B3
C0008864;ANT001936;B8
C0008865;ANT001936;B32
C0008866;ANT001936;B20
C0008867;ANT001936;N28
C0008868;ANT001936;N1
C0008869;ANT001936;B1
C0008870;ANT001936;N78
C0008871;ANT001937;GSM900
C0008872;ANT001937;B3
C0008873;ANT001937;B8
C0008874;ANT001937;B32
C0008875;ANT001937;B20
C0008876;ANT001937;N28
C0008877;ANT001937;N1
C0008878;ANT001937;B1
C0008879;ANT001937;N78
C0008880;ANT001938;GSM900
C0008881;ANT001938;B3
C0008882;ANT001938;B8
C0008883;ANT001938;B32
C0008884;ANT001938;B20
C0008885;ANT001938;N28
C0008886;ANT001938;N1
C0008887;ANT001938;B1
C0008888;ANT001938;N78
C0008889;ANT001939;GSM900
C0008890;ANT001939;B8
C0008891;ANT001939;B3
C0008892;ANT001939;B20
C0008893;ANT001939;N28
C0008894;ANT001939;N1
C0008895;ANT001939;B1
C0008896;ANT001939;N78
C0008897;ANT001940;GSM900
C0008898;ANT001940;B8
C0008899;ANT001940;B3
C0008900;ANT001940;B20
C0008901;ANT001940;N28
C0008902;ANT001940;N1
C0008903;ANT001940;B1
C0008904;ANT001940;N78
C0008905;ANT001941;GSM900
C0008906;ANT001941;B8
C0008907;ANT001941;B3
C0008908;ANT001941;B20
C0008909;ANT001941;N28
C0008910;ANT001941;N1
C0008911;ANT001941;B1
C0008912;ANT001941;N78
C0008913;ANT001942;N1
C0008914;ANT001942;B20
C0008915;ANT001942;N28
C0008916;ANT001942;B7
C0008917;ANT001943;N1
C0008918;ANT001943;B20
C0008919;ANT001943;N28
C0008920;ANT001943;B7
C0008921;ANT001944;GSM900
C0008922;ANT001944;B3
C0008923;ANT001944;B32
C0008924;ANT001944;B8
C0008925;ANT001944;B20
C0008926;ANT001944;N1
C0008927;ANT001945;GSM900
C0008928;ANT001945;B3
C0008929;ANT001945;B32
C0008930;ANT001945;B8
C0008931;ANT001945;B20
C0008932;ANT001945;N1
C0008933;ANT001946;GSM900
C0008934;ANT001946;B3
C0008935;ANT001946;B32
C0008936;ANT001946;B8
C0008937;ANT001946;B20
C0008938;ANT001946;N1
C0008939;ANT001946;B3
C0008940;ANT001950;B7
C0008941;ANT001954;B32
C0008942;ANT001958;B20
C0008943;ANT001962;B1
C0008944;ANT001967;GSM900
C0008945;ANT001967;B3
C0008946;ANT001967;N28
C0008947;ANT001967;B7
C0008948;ANT001968;GSM900
C0008949;ANT001968;B3
C0008950;ANT001968;N28
C0008951;ANT001968;B7
C0008952;ANT001969;GSM900
C0008953;ANT001969;B3
C0008954;ANT001969;N28
C0008955;ANT001969;B7
C0008956;ANT001970;N1
C0008957;ANT001970;B20
C0008958;ANT001970;B3
C0008959;ANT001970;N78
C0008960;ANT001971;N1
C0008961;ANT001971;B20
C0008962;ANT001971;B3
C0008963;ANT001971;N78
C0008964;ANT001972;N1
C0008965;ANT001972;B20
C0008966;ANT001972;B3
C0008967;ANT001972;N78
C0008968;ANT001973;GSM900
C0008969;ANT001973;N78
C0008970;ANT001973;N1
C0008971;ANT001974;GSM900
C0008972;ANT001974;N78
C0008973;ANT001974;N1
C0008974;ANT001975;GSM900
C0008975;ANT001975;N78
C0008976;ANT001975;N1
C0008977;ANT001976;B3
C0008978;ANT001976;B8
